,Title,Organization,Skills,Ratings,Review counts,Metadata
474,Marketing Analytics,University of Virginia,,4.7,4.7(6.3K reviews),Beginner · Course · 1 - 3 Months
475,Behavioral Finance,Duke University,,4.4,4.4(3.8K reviews),Beginner · Course · 1 - 4 Weeks
476,Google Cloud Fundamentals: Core Infrastructure,Google Cloud,,4.7,4.7(48K reviews),Beginner · Course · 1 - 3 Months
477,Electronic Music Production,Berklee,,4.8,4.8(2.2K reviews),Intermediate · Specialization · 3 - 6 Months
478,"AI, Business & the Future of Work",Lund University,,4.7,4.7(324 reviews),Beginner · Course · 1 - 4 Weeks
479,Harnessing the Power of Data with Power BI,Microsoft,,4.5,4.5(300 reviews),Beginner · Course · 1 - 4 Weeks
480,Advanced Digital Transformation,IIMA - IIM Ahmedabad,,,,Intermediate · Specialization · 1 - 3 Months
481,Animal Behaviour and Welfare,The University of Edinburgh,,,,Mixed · Course · 1 - 3 Months
482,Fundraising and Development,"University of California, Davis",,,,Beginner · Specialization · 3 - 6 Months
483,Digital Manufacturing & Design Technology,University at Buffalo,,,,Beginner · Specialization · 3 - 6 Months
484,Managerial Accounting Fundamentals,University of Virginia,,,,Beginner · Course · 1 - 4 Weeks
485,Abnormal Psychology,Wesleyan University,,,,Beginner · Specialization · 3 - 6 Months
486,Everyday Excel,University of Colorado Boulder,,,,Beginner · Specialization · 3 - 6 Months
487,Fundamentals of Accounting,University of Illinois at Urbana-Champaign,,,,Beginner · Specialization · 3 - 6 Months
488,Google UX Design (PT),Google,,,,Beginner · Professional Certificate · 3 - 6 Months
489,Omnichannel Retail Strategy,University of Pennsylvania,,,,Beginner · Specialization · 1 - 3 Months
490,Keller Williams Real Estate Agent,Keller Williams,,,,Beginner · Professional Certificate · 3 - 6 Months
491,Introduction to Psychology,University of Toronto,,,,Mixed · Course · 1 - 3 Months
492,Climate Change and Sustainable Investing,EDHEC Business School,,4.7,4.7(287 reviews),Beginner · Specialization · 3 - 6 Months
493,Futures Thinking,Institute for the Future,,4.8,4.8(1.6K reviews),Beginner · Specialization · 3 - 6 Months
494,Building AI Powered Chatbots Without Programming,IBM,,4.8,4.8(2.6K reviews),Beginner · Course · 1 - 3 Months
495,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,,4.8,4.8(5.1K reviews),Mixed · Course · 1 - 4 Weeks
496,Transforming the Fashion Business,"Parsons School of Design, The New School",,4.7,4.7(437 reviews),Intermediate · Specialization · 1 - 3 Months
497,Nuts and Bolts of U.S. Immigration Law,University of Pennsylvania,,4.9,4.9(103 reviews),Intermediate · Course · 1 - 4 Weeks
498,Entrepreneurial Finance: Strategy and Innovation,Duke University,,4.5,4.5(1.3K reviews),Intermediate · Specialization · 3 - 6 Months
499,Data Science Foundations: Statistical Inference,University of Colorado Boulder,,4.4,4.4(184 reviews),Intermediate · Specialization · 3 - 6 Months
500,Sports Performance Analytics,University of Michigan,,4.5,4.5(211 reviews),Intermediate · Specialization · 3 - 6 Months
501,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Erasmus University Rotterdam,,4.6,4.6(1.2K reviews),Advanced · Course · 1 - 3 Months
502,School Health for Children and Adolescents,University of Colorado System,,4.8,4.8(2.9K reviews),Beginner · Specialization · 3 - 6 Months
503,Healthcare Law,University of Pennsylvania,,4.7,4.7(419 reviews),Intermediate · Specialization · 3 - 6 Months
504,"Introduction to Web Development with HTML, CSS, JavaScript",IBM,,4.6,4.6(1.7K reviews),Beginner · Course · 1 - 3 Months
505,Payroll and Tax Fundamentals,"Automatic Data Processing, Inc. (ADP)",,4.4,4.4(7 reviews),Beginner · Course · 1 - 4 Weeks
506,Child Nutrition and Cooking,Stanford University,,4.8,4.8(9.9K reviews),Beginner · Course · 1 - 3 Months
507,Introduction to Electronics,Georgia Institute of Technology,,4.7,4.7(2.4K reviews),Mixed · Course · 1 - 3 Months
508,The Path to Insights: Data Models and Pipelines,Google,,4.7,4.7(303 reviews),Advanced · Course · 1 - 4 Weeks
509,Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,,4.7,4.7(2.9K reviews),Intermediate · Course · 1 - 4 Weeks
510,Organizational Change and Culture for Adopting Google Cloud,Google Cloud,,4.7,4.7(3.5K reviews),Beginner · Specialization · 3 - 6 Months
511,Project Planning,"University of California, Irvine",,4.8,4.8(167 reviews),Beginner · Course · 1 - 3 Months
512,Project Practicum with Multiple Projects,"University of California, Irvine",,4.7,4.7(67 reviews),Beginner · Course · 1 - 3 Months
513,Marketing Mix Implementation,IE Business School,,4.7,4.7(5.6K reviews),Beginner · Specialization · 3 - 6 Months
514,Introduction to DevOps,IBM,,4.8,4.8(2.2K reviews),Beginner · Course · 1 - 3 Months
515,Removing Barriers to Change,University of Pennsylvania,,4.9,4.9(382 reviews),Beginner · Course · 1 - 4 Weeks
516,Natural Language Processing with Probabilistic Models,DeepLearning.AI,,4.7,4.7(1.6K reviews),Intermediate · Course · 1 - 4 Weeks
517,Databases for Data Scientists,University of Colorado Boulder,,4.7,4.7(692 reviews),Beginner · Specialization · 3 - 6 Months
518,Mathematics for Machine Learning: Linear Algebra,Imperial College London,,4.7,4.7(12K reviews),Beginner · Course · 1 - 3 Months
519,AI for Medical Diagnosis,DeepLearning.AI,,4.7,4.7(1.9K reviews),Intermediate · Course · 1 - 4 Weeks
520,Modeling and Control of Power Electronics,University of Colorado Boulder,,4.7,4.7(135 reviews),Intermediate · Specialization · 3 - 6 Months
521,Natural Language Processing in TensorFlow,DeepLearning.AI,,4.6,4.6(6.3K reviews),Intermediate · Course · 1 - 4 Weeks
522,English for Career Development,University of Pennsylvania,,4.8,4.8(15K reviews),Mixed · Course · 1 - 3 Months
523,Go Beyond the Numbers: Translate Data into Insights,Google,,4.8,4.8(378 reviews),Advanced · Course · 1 - 3 Months
524,Fundamentals of Immunology,Rice University,,4.7,4.7(2.1K reviews),Intermediate · Specialization · 3 - 6 Months
525,Moral Foundations of Politics,Yale University,,4.9,4.9(5.5K reviews),Mixed · Course · 1 - 3 Months
526,Professional Skills for the Workplace,"University of California, Davis",,4.7,4.7(2.5K reviews),Beginner · Specialization · 3 - 6 Months
527,Introduction to Good Clinical Practice,Novartis,,4.6,4.6(52 reviews),Beginner · Course · 1 - 4 Weeks
528,Integrative Health and Medicine,University of Minnesota,,4.8,4.8(1.7K reviews),Beginner · Specialization · 3 - 6 Months
529,Microsoft Azure AI Fundamentals AI-900 Exam Prep,Microsoft,,4.6,4.6(540 reviews),Beginner · Specialization · 3 - 6 Months
530,An Introduction to Programming the Internet of Things (IOT),"University of California, Irvine",,4.7,4.7(20K reviews),Beginner · Specialization · 3 - 6 Months
531,Design Thinking,University of Virginia,,4.6,4.6(83 reviews),Beginner · Specialization · 3 - 6 Months
532,Digital Product Management: Modern Fundamentals,University of Virginia,,4.7,4.7(5.1K reviews),Beginner · Course · 1 - 4 Weeks
533,International Humanitarian Law in Theory and Practice,Universiteit Leiden,,4.8,4.8(1.6K reviews),Beginner · Course · 1 - 3 Months
534,Customer Analytics,University of Pennsylvania,,4.6,4.6(12K reviews),Mixed · Course · 1 - 3 Months
535,Battery Technologies,Arizona State University,,4.6,4.6(49 reviews),Beginner · Specialization · 3 - 6 Months
536,Marketing Strategy,IE Business School,,4.5,4.5(5.8K reviews),Beginner · Specialization · 3 - 6 Months
537,"Make the Sale: Build, Launch, and Manage E-commerce Stores",Google,,4.8,4.8(987 reviews),Beginner · Course · 1 - 4 Weeks
538,Java FullStack Developer,Board Infinity ,,4.4,4.4(96 reviews),Intermediate · Specialization · 1 - 3 Months
539,Supply Chain Principles,Georgia Institute of Technology,,4.6,4.6(2K reviews),Mixed · Course · 1 - 3 Months
540,Introduction to Software Engineering,IBM,,4.7,4.7(650 reviews),Beginner · Course · 1 - 3 Months
541,Conflict Management,"University of California, Irvine",,4.4,4.4(2K reviews),Beginner · Specialization · 3 - 6 Months
542,Introduction to Deep Learning & Neural Networks with Keras,IBM,,4.7,4.7(1.4K reviews),Intermediate · Course · 1 - 3 Months
543,Big Data,University of California San Diego,,4.5,4.5(14K reviews),Beginner · Specialization · 3 - 6 Months
544,Advanced Machine Learning on Google Cloud,Google Cloud,,4.5,4.5(1.4K reviews),Advanced · Specialization · 3 - 6 Months
545,Assets in Accounting,Intuit,,4.4,4.4(870 reviews),Beginner · Course · 1 - 4 Weeks
546,Market Research,"University of California, Davis",,4.6,4.6(1.3K reviews),Beginner · Specialization · 3 - 6 Months
547,"Sequences, Time Series and Prediction",DeepLearning.AI,,4.7,4.7(4.9K reviews),Intermediate · Course · 1 - 4 Weeks
548,Oil & Gas Industry Operations and Markets,Duke University,,4.8,4.8(5.7K reviews),Mixed · Course · 1 - 4 Weeks
549,Industrial Biotechnology,University of Manchester   ,,4.7,4.7(3.1K reviews),Beginner · Course · 1 - 3 Months
550,Algebra: Elementary to Advanced,Johns Hopkins University,,4.8,4.8(511 reviews),Beginner · Specialization · 3 - 6 Months
551,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,,4.4,4.4(4.2K reviews),Beginner · Course · 1 - 3 Months
552,Sales Training for High Performing Teams,HubSpot Academy,,4.7,4.7(963 reviews),Beginner · Specialization · 1 - 3 Months
553,Data Management for Clinical Research,Vanderbilt University,,4.7,4.7(1.5K reviews),Beginner · Course · 1 - 3 Months
554,Business Model Innovation,HEC Paris,,4.8,4.8(541 reviews),Mixed · Course · 1 - 3 Months
555,The Art of Visual Storytelling,University of Colorado Boulder,,4.6,4.6(45 reviews),Beginner · Specialization · 3 - 6 Months
556,Supply Chain Analytics,Rutgers the State University of New Jersey,,4.6,4.6(2K reviews),Beginner · Specialization · 3 - 6 Months
557,Customer Service Fundamentals,Knowledge Accelerators,,4.8,4.8(1.6K reviews),Beginner · Course · 1 - 4 Weeks
558,"Organizational Leadership in Diversity, Equity & Inclusion",Rice University,,4.8,4.8(203 reviews),Intermediate · Specialization · 3 - 6 Months
559,Visualizing the Living Body: Diagnostic Imaging,Yale University,,4.8,4.8(178 reviews),Intermediate · Course · 1 - 3 Months
560,Value-Based Care,University of Houston,,4.7,4.7(234 reviews),Beginner · Specialization · 3 - 6 Months
561,Programming with Google Go,"University of California, Irvine",,4.6,4.6(2.7K reviews),Intermediate · Specialization · 3 - 6 Months
562,Positive Psychiatry and Mental Health,The University of Sydney,,4.8,4.8(3.4K reviews),Mixed · Course · 1 - 3 Months
563,The Integration of Art and Science in Modern Dental Medicine,University of Pennsylvania,,4.9,4.9(2.1K reviews),Intermediate · Specialization · 3 - 6 Months
564,Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,,4.8,4.8(4.8K reviews),Intermediate · Specialization · 3 - 6 Months
565,Introduction to Clinical Data,Stanford University,,4.7,4.7(263 reviews),Beginner · Course · 1 - 3 Months
566,Gamification,University of Pennsylvania,,4.8,4.8(2.4K reviews),Mixed · Course · 1 - 3 Months
567,.NET FullStack Developer,Board Infinity ,,4.2,4.2(80 reviews),Intermediate · Specialization · 1 - 3 Months
568,Introduction to Computer Vision and Image Processing,IBM,,4.3,4.3(1K reviews),Beginner · Course · 1 - 3 Months
569,"Ethics, Technology and Engineering",Eindhoven University of Technology,,4.7,4.7(708 reviews),Beginner · Course · 1 - 3 Months
570,Social Psychology,Wesleyan University,,4.7,4.7(4.7K reviews),Beginner · Course · 1 - 3 Months
571,Construction Project Management,Columbia University,,4.8,4.8(6.3K reviews),Beginner · Course · 1 - 3 Months
572,Robotic Process Automation (RPA),UiPath,,4.7,4.7(331 reviews),Beginner · Specialization · 3 - 6 Months
573,Digital Signal Processing,École Polytechnique Fédérale de Lausanne,,4.5,4.5(680 reviews),Intermediate · Specialization · 3 - 6 Months
574,Design and Interpretation of Clinical Trials,Johns Hopkins University,,4.7,4.7(4.2K reviews),Mixed · Course · 1 - 3 Months
575,Suicide Prevention,Wesleyan University,,4.6,4.6(173 reviews),Beginner · Course · 1 - 4 Weeks
576,Learn Chinese: HSK Test Preparation,Peking University,,,,Beginner · Specialization · 3 - 6 Months
577,Getting Started with Power BI Desktop,Coursera Project Network,,,,Beginner · Guided Project · Less Than 2 Hours
